order_id,customer_id,order_date,origin,destination,depart_date,price_per_passenger,num_passenger,total_price,status,flight_id
166a4d59-e935-4bdf-be8f-f3ffc2f2355b,2a05608e-2c43-4c12-a2e2-df96af72b787,2/6/2025 01:44:28,NPO,LWE,2023-06-20,1484057,2,1352069,confirmed,19770
1d35567d-dfd7-4195-adc4-c0e3af3514f1,7bfba9a9-1147-4129-8210-6755fda6ec49,5/10/2025 17:14:12,BXM,KBF,2023-03-09,1288340,2,2025089,confirmed,28694
802571dd-cdbe-454b-a5a7-c0287bf99ae8,1a463ebc-b068-4572-a039-04a95daa8d5d,2/19/2025 15:58:07,SWQ,PPJ,2023-03-20,1390109,3,2153623,confirmed,6397
4a26d523-7e0c-4f53-aee3-a64aa21791df,e66c861e-bbc1-4429-a6c5-2ba364e883f0,3/6/2025 04:33:52,DOB,MLG,2023-06-05,858313,3,1691303,cancelled,27481
11cbad50-2a18-4773-8616-976800194f76,a2c4a7ed-6319-4f8c-b3dd-90f132a4fa18,4/19/2025 02:51:05,ZEG,SWQ,2023-05-25,1316756,2,2347948,cancelled,41435
4ce91f16-bf34-4855-979c-1f63ce7776a9,b98126e5-bd26-414a-8a62-ec63174765f9,3/26/2025 16:54:15,LAH,ENE,2023-04-02,1393521,1,2108000,cancelled,25659
b2d76fa7-8f13-49ba-a9e1-4e3a4f9c399b,c876a750-64e4-47e8-8f8e-5f135e256576,1/16/2025 07:33:01,FOO,LMU,2023-02-20,774619,1,1814144,pending,18943
389db1cb-d207-4560-a954-9d9b01a711cd,01b56255-0817-4ee4-87e6-27fbc53a5b3e,3/9/2025 03:41:03,ILG,LUV,2023-02-10,939045,1,2488354,confirmed,18432
b520d6d7-1055-4b7f-b1c4-30091eeb7799,17b2029f-3b2e-4aeb-b9e6-29b4510817d0,2/2/2025 20:32:28,HMS,NPO,2023-04-16,1453298,1,1869085,confirmed,2748
ab868b1c-a8a7-42e7-803c-d099de27188b,de16d47c-8616-4423-b62f-d6c13cc50e77,12/8/2024 14:47:13,RSK,BMU,2023-04-28,862932,3,2133543,confirmed,190
6d061349-b5e0-4bd6-b4dd-09011edc40b4,7c996373-0314-40e9-b2c6-6ffbb6a8ecf2,3/27/2025 09:23:29,FOO,KJT,2023-02-26,880119,1,2528500,confirmed,19119
d749d28d-d25a-4af2-a266-f61473042643,5faf915a-148a-40fc-987c-4f2e6385a8f0,2/1/2025 08:03:15,AYW,NAM,2023-02-09,928140,3,2469515,pending,35774
918c34c5-2e35-47c0-a4df-d0b5e5ba76e4,9f8c0649-f899-4524-95e4-a199f67e5cb9,3/19/2025 16:29:39,BPN,BXT,2023-04-28,1000822,1,1944964,cancelled,1900
24aebd74-3d98-426e-85c9-f20c4bb1d4b5,9b681b17-c82a-4fba-8ad0-0555c43864e0,1/14/2025 19:56:29,BXG,BJK,2023-04-10,719800,1,2049668,confirmed,1268
eefcc3b0-9ece-4246-859e-f32b679218aa,1235910f-550e-4b75-b34a-f5ba7d539e63,4/24/2025 23:05:17,SQG,PSU,2023-05-30,1446091,1,1574698,confirmed,31552
31f47e5e-f4a4-42b2-9579-5339973c7a7f,01f2642e-02ba-463b-b79b-31a7dd51ed20,5/13/2025 04:55:37,RAQ,RUF,2023-02-10,793486,1,2016907,pending,11395
b17b05cc-2031-465f-867f-e45b07732e0c,112a407f-7e85-49b3-bb6c-51477ceeb30c,2/4/2025 03:43:32,KDI,ABU,2023-04-19,1496110,1,2015861,cancelled,3557
e70b2cd0-931e-43f7-996d-7073f50c4c04,fa596289-5a0c-4361-baef-bf050c6f8809,2/13/2025 23:44:06,KXB,OJU,2023-04-01,1108999,3,1420601,cancelled,3891
bf5d6ef4-8aae-4eb1-9226-74847c6ab6e2,170c90bc-45a2-48de-a2be-b44fdc7f0fed,12/24/2024 18:38:30,KBF,PWL,2023-05-14,1505815,1,1753586,cancelled,41607
274986d7-2b4e-4bad-bd94-8ed85f11f193,1945d2c5-7890-46c7-b798-5b1cf9ec4cbb,4/3/2025 07:36:35,AGD,EWI,2023-06-28,779097,1,1515532,pending,30741
d2550cb3-ce46-4e31-a37c-2c04df310668,69644063-f6ba-4920-9db4-38328f61c007,6/1/2025 12:21:51,HMS,SWQ,2023-04-26,1301092,2,1776276,pending,14503
2c047ab1-e60c-4a0b-bb2b-44881f276cf9,5b4486e9-8630-4f7d-a4e8-5d763b8872bf,5/26/2025 04:56:27,KLP,RTI,2023-02-19,1298125,1,2523147,cancelled,21778
a80c9c63-f344-4412-8c07-57a8bd9a8040,936b2cd6-ffa9-44ff-98c5-0b585bf01a18,4/16/2025 02:00:50,KXB,KOX,2023-01-15,917889,3,2492193,confirmed,10628
f4fda351-8a6b-4ba6-a8c0-8571a86bb459,9d1edd64-a79b-458d-b878-7568d8615e20,12/23/2024 08:59:07,WET,KSR,2023-05-10,829313,3,1676142,cancelled,8793
fe58526e-b381-47ed-a7ad-6795f165acfe,6fa02eee-51ef-4b93-b36b-7f9c702c7e96,4/2/2025 23:14:35,LUW,DEX,2023-02-27,1282397,1,1516350,pending,43324
b9d09db2-6552-4360-b064-2ba843e60023,300487b5-2df5-4fb6-a9bf-0bedf740b907,3/16/2025 13:27:02,JKT,BXG,2023-04-28,1154643,3,1539294,pending,43022
9fd7b127-723b-4eff-bbfb-67ed479a8e03,52c62c84-fac9-45c9-812e-8a332c24977b,1/5/2025 13:47:02,WGP,SAU,2023-05-11,962879,1,1844555,confirmed,8434
bd3725fb-a885-423f-be4a-a3e197ff6884,1f1b9d64-910d-4287-a30e-4dd8cfea7738,3/17/2025 21:37:51,KOE,WNI,2023-03-06,889047,2,2523560,cancelled,43002
69e78a88-b615-4c17-a016-4a8784bbadf7,103b9b7e-47db-4345-ba93-c61181ed3734,2/2/2025 08:09:09,BDJ,LAH,2023-02-22,1406812,2,2629835,confirmed,11017
a91f4b4b-8ab6-455b-a9cb-c9fe52d8ad00,7c13e4c5-23c2-4ca5-b957-d843d43df0ad,1/13/2025 23:11:02,PCB,SOC,2023-06-03,812263,1,2100556,pending,23898
fdf4fc6d-8ae9-4ab6-ad5d-dff455884744,1742ed2c-e60a-459d-964d-84045767022e,12/26/2024 17:56:07,LSE,LLN,2023-04-08,810888,2,2410467,confirmed,2613
e498cc7f-6346-44a2-9d63-7a9749aafddc,96f931ea-82d5-4a22-ba66-217e478994cc,2/25/2025 21:57:15,RKI,RKI,2023-03-03,660120,2,1753500,confirmed,23484
88911be3-cd29-4b40-b133-24b87760054a,f1cf5ebc-c39e-4c95-b377-97bb6877580b,2/28/2025 06:11:57,LWE,TNB,2023-02-25,917900,1,2631475,pending,17160
fd41ef88-aa1d-410b-97c8-62abf9f15706,996d27b2-e44d-436b-9898-d5ad4847f190,1/8/2025 00:20:53,GHS,KOX,2023-03-03,1114341,2,1731664,cancelled,44975
7d2862de-889f-498c-8f2d-042be41d0a10,6bb57226-8e9a-4f7c-aa4b-cd1cc6d34c0b,3/30/2025 03:27:16,BTJ,TJB,2023-02-15,673006,1,2313015,pending,40995
e95545b4-a16c-4f5c-be64-f3f9e7101781,969e4e41-91ca-461d-9000-a43f5d36e71a,3/28/2025 11:06:43,KLP,SUB,2023-05-21,815013,2,2250794,cancelled,14542
975246ed-7b00-43b3-8b01-3c08b0a168b5,a98fc22b-e049-4c87-90f3-a7ba008d95ce,12/19/2024 00:37:42,AKQ,MKQ,2023-07-29,1445471,3,1662379,pending,35921
6cb05f0b-9b9b-4363-9bf4-833530483d12,8ea727ae-658a-42cd-a306-60cc69574d6d,2/27/2025 22:03:17,PNK,BKS,2023-05-13,748295,1,1379153,pending,26532
280c737d-fb70-4f32-b9a7-87d30467b54b,623eec7d-99a7-403d-8097-68fe01e9d8a2,12/30/2024 05:09:21,RSK,RKI,2023-04-16,1494525,3,2597724,cancelled,1586
51f1a596-fa97-401f-a525-223ec6a58eed,83e8c7b5-1521-4cb4-b7ba-68ec0b666597,5/13/2025 01:57:07,PNK,PLM,2023-04-01,1441862,3,1484170,pending,3944
850465d7-c1a0-4005-b9ed-0217dd2f182f,465dee8a-3771-49af-8a4d-c1b390578088,2/28/2025 20:21:27,CBN,LUV,2023-02-21,973341,3,1925708,confirmed,23940
034d913a-184f-4558-9100-168e1e59bb53,cbbb42af-47ad-4de5-bc44-aedc3bf11547,1/20/2025 16:42:16,JIO,MXB,2023-01-03,733536,1,1935627,pending,19458
1630a265-4b31-489f-bd22-a938ba55d134,3312da83-e629-447d-ae18-398c6477bf4d,4/30/2025 16:03:52,OJU,SRG,2023-04-24,1064358,2,2349241,confirmed,1022
c54aac87-8414-412d-97b0-b4053acd5ada,f50b26c9-51f8-4457-a273-ad58f428f14e,5/22/2025 17:04:43,WMX,SHE,2023-05-03,1526849,2,1607442,cancelled,11654
86b8dc30-cd15-4bae-a1a0-07e1f2af7799,c56cdecb-486c-4878-8f77-a52e0b7ba202,3/27/2025 08:56:43,BEJ,BIK,2023-04-28,1505200,1,1399675,cancelled,43574
1f7d7412-2e78-4c61-8ffa-096b619c0ec7,daddd6a3-51d0-450d-959c-e435bc32f877,12/28/2024 04:52:23,LLG,MDP,2023-03-20,1355533,3,1556827,cancelled,13418
753d35ae-df6c-49b4-9026-ed9dd12adb33,4a31c982-805e-4aca-a97d-48b7eb5ba4e6,3/19/2025 19:53:36,KSX,DTD,2023-06-12,938128,3,1686885,confirmed,40758
e1608a5c-e90c-4cfb-8079-b6bd9cd7f176,2fa303c3-02d8-4319-a076-8cea7899b9cb,12/25/2024 13:19:19,RUF,JKT,2023-06-12,774450,1,2524104,confirmed,9693
cb778741-312d-4571-906e-8690a38a8a53,521f5fed-548e-4512-9856-7d47be8ca720,4/22/2025 00:47:21,AKQ,TLI,2023-01-14,1411726,2,1620952,cancelled,6874
c0877c5b-ce79-49cf-b602-6097f341a311,703f8633-d8c7-47fd-87cf-cbfba784632c,5/30/2025 09:03:10,KOD,KLP,2023-03-02,905916,2,2485622,pending,5676
c2f934c6-61dc-4741-9a99-aa286d1325a5,6e985f6e-3273-4b18-84ad-68c631c3f8c7,12/29/2024 14:33:39,OKQ,NTX,2023-04-20,784664,3,2609130,cancelled,162
d08c532a-da22-43d4-8ff5-066f83384591,ab9f2685-4f80-4667-90ad-8635558e88f1,4/24/2025 06:57:49,TJC,TKG,2023-03-05,1485209,3,1410339,cancelled,37066
73c988b0-e703-4c98-908a-3d23de5cce08,19d8bc5e-c891-49df-92ad-ae5453a54d21,12/15/2024 19:02:51,TNJ,SQN,2023-01-25,928869,3,2441514,pending,26558
4ea73c1b-d428-485c-8722-2bfeaf1ce613,d5f94764-91fb-411f-bcb2-8164000d7313,2/9/2025 03:28:19,TMH,AGD,2023-01-21,967655,2,2066142,pending,33764
60e7d356-2f23-4cb6-b156-1eb5a71bd583,0d5af8cd-f3c0-49ba-95f2-2dd5fb40d589,2/24/2025 12:33:30,SIW,MLG,2023-01-21,970535,2,2511545,cancelled,32607
9f1539de-60eb-4b84-ab12-487265af7043,d3750f81-2c12-4ebb-b3e1-f9c117825e45,12/9/2024 06:24:00,RTG,ONI,2023-01-13,1292752,2,1831138,confirmed,11535
0125b53d-d3c9-4a8c-a565-40bd69344c16,32373671-85e1-406f-a90a-0c6b721c328e,1/27/2025 07:34:25,WAR,PNK,2023-01-31,1020273,1,2157531,confirmed,29128
e9a668fa-9b80-48b4-81ec-f2a20f540c18,591e06e4-6e24-4a02-9c0a-f2e3e0732a5d,2/3/2025 09:20:22,LMU,BTW,2023-06-17,710668,1,1725466,confirmed,40398
6e430ee1-808b-402a-a0db-242aa6eec4fb,6320299d-7e44-4886-b745-9672848656ea,4/15/2025 08:11:37,CPF,KWB,2023-01-17,1071747,3,2259354,cancelled,25852
8f601568-6900-4dc8-86de-c2802ae48a75,e0f4d953-8424-487d-b768-8530186a8dd4,12/14/2024 01:00:35,CPF,SEQ,2023-04-17,1115520,2,1900192,pending,1017
29027a0b-5fa5-48e1-9c77-ad0ffa42b1ae,51e16bf2-bb1e-4b9d-98d0-c61ce6afc039,12/5/2024 17:41:42,AAP,NAM,2023-06-19,1177356,1,1584588,confirmed,24254
7c353418-5604-4b09-8637-363881da9e62,1972b9bc-b08a-460d-b66b-e1108a06e929,4/6/2025 05:19:44,JKT,BNE,2023-01-15,1244151,1,1822616,confirmed,24277
539543ef-d539-414e-a441-efe032d064c8,9680624e-6726-4259-a7aa-5ca6a7d714ac,5/2/2025 12:38:58,BWX,AYW,2023-03-12,1265330,3,2597264,pending,23248
616d4cd4-0aee-436e-9b7d-2d76a4b89f1f,eca88a44-7dbf-4cc2-a504-e6981ed561e6,5/31/2025 06:50:16,KWB,LYK,2023-02-02,1285868,1,2086585,cancelled,24301
b099d94b-5252-45ac-9b67-f5bf5f79c902,7f4b4835-3b93-4fab-ad92-a6e92dfed80b,4/15/2025 05:57:03,BTJ,RTG,2023-02-03,705472,2,1840042,confirmed,8530
f0e642cc-c8b2-473f-853f-b4f6ad42938f,579fe6d4-46b4-4e44-9e12-f74f0ebc3442,12/27/2024 22:43:45,AEG,NBX,2023-05-22,1424100,3,2503027,cancelled,17263
c3b6e9c2-1bdc-4479-a81f-75cdeac6cf1c,48116b21-af97-4ee3-8d93-d32d29d13ab6,12/19/2024 03:11:08,ABY,PXA,2023-03-16,1278499,1,1867026,cancelled,9269
fca4c211-deb8-4c82-892a-c6715eaea6fd,e6eca1e4-7c13-479f-9275-29db6defb6e9,4/18/2025 16:20:24,LYK,BXT,2023-06-15,1106301,1,2137635,pending,21272
07c6938d-fcb0-4aac-bd57-ae0f98accb2c,043b7332-cab9-48bb-acf4-77fa3e2014cc,4/8/2025 19:29:16,GEB,ZRM,2023-05-02,662645,1,1742769,pending,12186
f1a7c79c-7114-4a06-b522-a4ea8f30fd34,0fde111e-b123-46b9-8c6e-016d7e7af931,4/30/2025 19:35:02,NPO,AMQ,2023-05-26,825447,3,2129635,confirmed,21244
9bbf2a08-7374-4077-b3a6-2b48b47d0546,9fc76836-d332-4a87-98f4-e2a3ce64a463,2/28/2025 22:30:50,KLK,WET,2023-04-11,1269275,2,1572056,confirmed,39100
af504114-5ff7-4202-a357-d62b6097a121,f84a1a92-2378-4a03-9a1f-22aca7aa9211,1/30/2025 05:23:24,WASS,TRK,2023-04-24,984210,3,1928052,cancelled,8572
5ea35b75-c711-4bc0-9981-77aa21e8fec4,01ab79ad-7b00-48aa-ae8b-97c4407b3ade,4/10/2025 10:18:17,DRH,MNA,2023-04-12,977046,2,1901383,cancelled,39977
4fe4a32e-6226-4ef1-bca6-916305fb4d16,7caafe5f-7ad9-47c7-9382-c042bbf19d5c,3/1/2025 07:26:36,RAQ,LPU,2023-05-06,685080,2,1798000,confirmed,38045
21aff62d-19ac-47ea-9f1c-a429be11de4a,b202b08c-891a-4724-bc35-97f9895fba91,12/16/2024 22:27:21,BMU,DPS,2023-07-18,1561355,1,2345901,pending,40775
1a6fc926-e5d5-4fc9-90fa-e5cc6a05d7be,33558ce3-cebb-412e-ba7c-ec77b813c17a,12/13/2024 22:40:16,WMX,DRH,2023-04-02,1476520,3,2410400,confirmed,2569
d659122b-ffe0-47b7-b94d-d0a4b7ddb215,ff7ac75b-47cf-4501-b777-a27d0458ab06,1/30/2025 14:54:16,GNS,NNX,2023-04-06,784632,2,2485291,confirmed,2028
85aee567-24cb-4f41-a989-e8a197a5ec6b,ecb4c219-f8f0-4ff7-864d-d74a4c028ca3,5/26/2025 15:33:13,SKJ,TKG,2023-04-03,927376,3,2458420,pending,2696
9c622234-1a3b-491e-9c72-ff82debc498f,72791bca-77ad-4fd2-a18c-3847be60cb13,5/18/2025 15:16:41,KXB,TMC,2023-01-21,1235648,1,1520958,pending,5259
ba4cd4fc-98c7-4a0b-a532-c37948e17d54,6ddf865f-690c-486c-a5d8-c0e63f65b6b1,5/12/2025 17:21:35,TNJ,BDO,2023-01-30,654622,3,1614231,confirmed,22003
97886435-4926-4ab3-8a87-06c7280702ff,135ba530-5c38-402a-89d0-a1a8db55c371,12/28/2024 03:22:20,MKF,CJN,2023-06-06,1277545,3,2364514,pending,39505
054f542b-989a-4e06-975e-bfaed33887a7,94a9f0cd-25a2-494e-9623-3a3b39adac05,2/17/2025 20:53:01,TRK,WHI,2023-03-21,826720,3,1529917,pending,33160
7903fe74-7fdf-4259-904c-1304bf9ea1ee,36c35da6-ea52-4251-b2c7-2b427966ce2f,4/27/2025 15:13:33,SOQ,SBG,2023-05-09,1552459,2,1633985,pending,13987
443518a5-c168-484e-a82a-9a701fd506ef,9be15b54-5cd9-4cda-aede-a79064c4b2c3,1/14/2025 20:08:21,KLK,BJG,2023-03-26,1111020,1,1888694,pending,12667
e8d2d453-e656-41ed-ab39-8402c86e9dcb,ba874e1f-1269-4c6c-8588-354e8ac0be7b,1/1/2025 08:26:11,DEX,MDC,2023-02-21,987278,1,2033891,confirmed,38661
a3235fea-6fe8-4d83-9d91-c846f4852b85,79930bb3-0715-446b-a0d1-b36e2c3c0464,4/8/2025 01:15:12,KNG,BXD,2023-04-03,1190277,1,1986740,cancelled,3562
b3334fbf-d18e-48ed-b514-b7d7efb6e20a,8067c090-f420-4a95-9c28-67193ea3fa6b,4/18/2025 05:42:53,SRG,NRE,2023-04-17,1439401,1,1453274,pending,26855
0ad9a578-7d5c-484c-8c37-e20e00f71275,21682822-8b94-439b-97ea-c0f3c55ee846,3/1/2025 13:27:03,AAS,RTG,2023-05-22,654180,3,1376257,cancelled,38953
e928415a-09d0-44b7-9222-27e18bedf378,c3e8fa23-0720-445f-ba17-682c405d1cbf,1/5/2025 00:07:30,KAZ,GAV,2023-04-30,1259448,1,1683521,cancelled,22663
499e14f7-9526-4e77-8468-ddf9406ee15b,55cc0e69-3367-4770-a289-84c05641d63b,3/17/2025 10:26:29,SKJ,JOG,2023-04-03,1059704,1,1839762,cancelled,8393
0a0b5757-299a-4357-b287-c97129e654d9,289b7b64-c1c4-4fa4-af93-0ab634a3f68c,5/1/2025 00:02:03,DOB,SKJ,2023-04-17,1167822,3,1880606,cancelled,30536
84006607-1438-4bcd-9522-12a54a2a2004,f7a53e3d-9442-4c7c-994a-aa7b777fd314,1/17/2025 10:40:43,BTJ,JKT,2023-04-13,1337489,1,1533205,pending,13068
1f9b3362-a399-4ce3-ae27-e88f7bb3bbbe,78520f33-a58f-4fc3-8e5c-0e0afb1fc5b3,3/1/2025 11:47:45,BTW,WNI,2023-03-16,1596272,2,1911749,confirmed,23600
09e9366c-f6de-4d2a-b773-3be856520f30,53fcb9c9-db16-480b-8356-6734fdf6e0a6,2/25/2025 07:12:26,RTU,TSY,2023-07-07,952621,1,2553187,confirmed,35223
da48ffad-fbcd-45d7-b12a-9425cc897cd4,7f89f1b1-1d84-4399-a7e2-bfe0704c78e6,12/31/2024 03:01:35,WET,TKG,2023-05-26,1559431,2,2504594,cancelled,11838
7aebf2ed-c30b-4aa4-b1ca-cad073690436,9e63029f-a055-43fb-9f91-5476ddf8fdf9,1/30/2025 07:35:03,KAZ,TSY,2023-06-02,1169916,3,2315597,confirmed,14040
83926fd8-1213-44c6-b77d-615500492a18,b180205a-26d2-4043-a9c3-c9e989e4bfdc,3/20/2025 06:28:28,FLZ,WMX,2023-03-08,754047,1,1974969,pending,30819
9964061b-1de2-4e8b-b909-6e95f52f1b84,2894b1d5-50df-4278-a8b6-633d95e42b11,5/8/2025 03:15:38,KEI,SRG,2023-01-20,711261,3,1507662,cancelled,19116
fee77da6-3aff-4883-ac29-4319fd58db88,7cbbe127-8c63-4e4d-9d38-96f1f0075499,12/7/2024 13:57:46,ARD,LLN,2023-06-09,693195,3,2287190,pending,10966
1cf3822c-b6c8-4f4f-b79f-0043dc2b4736,6be7ca55-a8e3-4c7b-9b93-07018429311c,4/28/2025 19:19:06,NTI,PSJ,2023-02-24,1037228,2,1618633,confirmed,24539
05edfcaf-d0f7-4734-a3f0-d2fda5cf6b51,5073dd90-e061-470b-9988-aec72fdafd4a,1/10/2025 10:29:51,SIW,KNO,2023-06-26,1257824,3,2105890,confirmed,42531
50f280a4-365a-4ea4-8883-232e51a2ffdc,967b9559-0fca-440d-aeb8-ee0b07545cd5,12/26/2024 06:10:42,GHS,PKN,2023-01-28,1405038,3,1429645,pending,5057
55535919-8e3e-424d-a552-0a2678c339b4,a39b7083-4336-419b-8d1e-47ea330c5c76,3/16/2025 20:27:32,OKL,ATS,2023-03-10,1018253,3,2298018,cancelled,32483
54bd5a44-fbe2-4af1-8ae8-bb98d5fe66e2,04ed914c-088e-49fa-8f14-2373d850a609,12/10/2024 12:02:31,SMQ,KLP,2023-06-01,1522602,1,1556715,pending,8111
f1f5cd10-0942-417f-967f-9d8acf9e894a,02c616c4-6a53-4c3d-8e15-6ece1fd239b4,4/18/2025 16:51:53,UGU,EWI,2023-04-24,874718,1,2003521,confirmed,13774
de690cbc-a554-416b-bf9c-8776576f85e4,7fb51e1d-f67b-42bd-9edd-84a4d6616b0f,5/12/2025 12:03:35,EWI,TJB,2023-01-27,1004515,3,2455494,cancelled,27267
629cd097-e7b5-423b-bb1f-40c70317f7f0,2c213514-1742-40af-8477-bc48680ae7b4,5/31/2025 00:09:50,FLZ,MOA,2023-04-11,1522935,2,1719951,pending,17413
34022b86-e4f8-4b05-8f0e-619058c4ee09,9801c3af-7456-4dae-ba56-e4301de9622f,6/2/2025 15:55:03,DEX,ZRI,2023-01-22,876929,1,1870472,pending,33271
96e0825c-f2b3-41e7-b579-d4d1b418070a,9b8cc2c0-bb8f-4068-9087-0a03bd5cc559,2/10/2025 08:20:17,TRT,BMU,2023-02-08,756641,3,1626930,cancelled,6911
4f06fa86-9d62-4ce3-bc78-83e08f571a7b,1e4693fe-3e24-4d43-abed-812fde14e4ba,12/6/2024 19:21:58,KLP,AHI,2023-05-24,755638,3,1469775,cancelled,25447
f2e0d0a6-0e96-4d6d-be8d-f9287f4099ca,1647d121-c6c7-4275-b3f4-1193362fa0dc,4/25/2025 03:49:55,MES,OTI,2023-04-30,1339121,1,2045189,confirmed,207
7291f18f-4289-4f55-9f09-6fcea33da9c3,500d9880-1f80-4c7b-aa8d-1f511b029dc5,4/24/2025 09:38:05,MOH,WET,2023-01-20,1191432,1,1433131,pending,21519
787434c4-e00f-47f5-bffe-13cd8518a362,5f439524-0752-4817-a897-208d3122de2f,2/22/2025 19:43:31,BJG,CBN,2023-01-26,1174669,3,1680226,cancelled,22362
ea9a9bc7-ac60-47be-b172-ebc49c49832e,52181ee5-85f6-44e6-87ad-851891d93c6a,3/23/2025 14:15:40,TTR,LYK,2023-06-09,1186907,3,1531919,pending,23420
fb69a22c-18e4-48a9-9f93-b3c4f06ab1bf,fc4dcfd1-0a93-4212-8a2d-005500d3a0a7,3/24/2025 18:41:46,TJB,WAR,2023-02-23,715285,1,2418972,pending,41524
cd913d91-20b5-4053-8017-89945b172645,3ee8a65d-cab5-4400-b536-6c44e9af7016,12/23/2024 07:16:19,MOH,MNA,2023-04-28,1128506,1,1735609,confirmed,45152
38ea7f72-062b-4492-8dbe-b58cbda6f324,a35322fb-8bd0-4490-b856-eeef5fd9346e,5/23/2025 21:45:08,LLO,CBN,2023-03-08,1087404,3,2290364,confirmed,22404
4df80478-3dcd-4bcd-ad4e-9239a85e7355,6da756be-0efe-4ae1-84b8-9f0c5eec4390,1/20/2025 11:04:33,RTI,LLG,2023-05-07,1402741,3,1966037,pending,18142
5f73c8c1-620b-471f-af41-7e7bec61033c,14b87211-48ec-427f-8049-fbc12d59cdc3,2/6/2025 20:01:30,TRT,AKQ,2023-02-22,1036782,1,1406691,cancelled,14821
24919856-0a1d-4c8b-8189-5784f8bb63a5,211217e7-b15b-4c4c-8057-c2cef3d39bab,1/1/2025 11:47:22,ZEG,BJK,2023-05-18,1308610,1,1359695,cancelled,40343
1a5387c8-50af-4c3b-ab2f-5181505a41f5,278a1c2e-3389-41a5-bc15-f36e5182d11f,3/23/2025 16:35:37,PXA,TJQ,2023-03-29,904905,3,2006344,pending,6375
